round_id,startup_id,city,round_date,announcement_date,year,fiscal_year,round_type,amount,currency,amount_inr_mn,valuation,valuation_currency,valuation_type,lead_investor_id,investor_ids,investor_count,new_or_existing,purpose,source_id,confidence,notes
R00668,S0137,Chennai,,2019-11-04,2019,FY19-20,Series H,150.0,USD,12900.0,3500.0,USD,post-money,INV0233;INV1008;INV0003,INV0233;INV1008;INV0003,6,initial (DERIVED),,SRC02239,HIGH,
R00669,S0137,Chennai,,2021-09-22,2021,FY21-22,IPO,1030.0,USD,76735.0,10130.0,USD,IPO valuation,,,0,unknown,,SRC02240,HIGH,
R00670,S0138,Gurugram,,2024-12-15,2024,FY24-25,Series G,,USD,,,,,,INV0750;INV1010;INV0046;INV0007;INV1011;INV1012;INV1013;INV0030;INV1014;INV1015,10,all-new-investors (DERIVED),,SRC02261,MEDIUM,Tracxn round list only; LITE did not verify amounts per round.
R00671,S0138,Gurugram,,2025-12-20,2025,FY25-26,IPO (pending),66500.0,INR,66500.0,7000.0,USD,target,,,0,unknown,,SRC02246,HIGH,valuation range per source: $7-8B (target) (low end stored)
R00672,S0138,Gurugram,,2024-12-15,2024,FY24-25,Series G,,USD,,,,unknown,,INV0750;INV1010;INV0046;INV0007;INV1011;INV1012;INV1013;INV0030;INV1014;INV1015,10,all-follow-on (DERIVED),Growth capital,SRC02261,MEDIUM,Tracxn list; per-round amounts not verified
R00673,S0138,Gurugram,2025-12-31,2025-12-20,2025,FY25-26,IPO (pending),6650.0,INR,6650.0,7000.0,USD,target,,,0,unknown,"Rs 4,987.5 Cr debt repayment; general corporate purposes",SRC02253,HIGH,Confidential pre-filing Dec 31 2025; SEBI approval Jun 2026; UDRHP-I filed Jul 2026
R00674,S0138,Gurugram,,2024-12-13,2024,FY24-25,Secondary,100.0,INR,100.0,4600.0,USD,implied,INV1016,INV1016,2,initial (DERIVED),Share acquisition at Rs 53/share,SRC02262,HIGH,Nuvama Wealth bought Rs 100 Cr stake; valuation $4.6B
R00675,S0138,Gurugram,,2025-09-23,2025,FY25-26,Equity (Sunday PropTech),50.0,INR,50.0,,,unknown,INV0109;INV1017,INV0109;INV1017,4,all-new-investors (DERIVED),Premium hotels expansion,SRC02263,HIGH,Sunday PropTech (OYO Assets) raised Rs 50 Cr
R00676,S0138,Gurugram,,2025-11-23,2025,FY25-26,Equity (Sunday PropTech),125.0,INR,125.0,,,unknown,INV0109,INV0109;INV1018,3,mixed (DERIVED),Premium hotel acquisition and development,SRC02264,HIGH,Follow-on funding for Sunday PropTech
R00677,S0138,Gurugram,,2025-01-28,2025,FY25-26,Equity (Innov8),110.0,INR,110.0,1000.0,INR,implied,INV1019,INV1019,2,all-new-investors (DERIVED),Co-working expansion,SRC02265,HIGH,"Innov8 raised at Rs 1,000 Cr valuation"
R00678,S0139,Gurugram,2021-02-24,2021-02-24,2021,FY21-22,Series G,,USD,,,,post-money,INV0066,INV0066;INV1020;INV0007;INV1021;INV0103;INV1022,7,initial (DERIVED),Pre-IPO growth capital,SRC02271,MEDIUM,Total raised $443M across 11 rounds; exact amounts redacted on Tracxn
R00679,S0139,Gurugram,2021-11-01,2021-11-01,2021,FY21-22,IPO,,INR,,,,market-cap,INV1023,INV0093;INV1024;INV1025;INV0036,5,all-new-investors (DERIVED),Public listing on NSE/BSE,SRC02272,HIGH,
R00680,S0140,Chennai / Palo Alto,2025-10-22,2025-10-22,2025,FY25-26,Series F,,USD,,2500.0,USD,post-money,INV0114;INV1026;INV1027;INV1028;INV1029;INV1030;INV1031;INV1032;INV1033,INV0114;INV1026;INV1027;INV1028;INV1029;INV1030;INV1031;INV1032;INV1033,18,mixed (DERIVED),Accelerate innovation on Business AI Cloud platform,SRC02275,HIGH,
R00681,S0140,Chennai / Palo Alto,2022-02-16,2022-02-16,2022,FY22-23,Series E,,USD,,2500.0,USD,post-money,INV1029,INV1029;INV1030;INV1032;INV1034;INV1035;INV1036,7,mixed (DERIVED),Growth capital,SRC02277,HIGH,
R00682,S0140,Chennai / Palo Alto,2021-03-31,2021-03-31,2021,FY21-22,Series D,,USD,,,,post-money,INV0051,INV1034;INV1035;INV1032;INV1037,5,initial (DERIVED),Growth capital,SRC02279,MEDIUM,
R00683,S0141,Gurugram,2025-09-10,2025-04-28,2025,FY25-26,IPO,,INR,,,,market-cap,INV1023,INV1038;INV1024;INV0401;INV0592,5,all-new-investors (DERIVED),"Fresh issue Rs 472 Cr + OFS Rs 1,428 Cr; total Rs 1,900 Cr",,,
R00684,S0141,Gurugram,2025-02-01,2024-09-01,2024,FY24-25,Pre-IPO Secondary,,INR,,,,secondary,INV0074;INV1039;INV0094,INV0074;INV1039;INV0094;INV1040;INV1041;INV1042,9,initial (DERIVED),Founders sold shares worth Rs 780 Cr ahead of DRHP,,,
R00685,S0142,Gurugram,2021-07-01,2021-07-01,2021,FY21-22,IPO,,INR,,,,market-cap,INV1023,INV0093;INV1024;INV1025;INV0036;INV1021,6,mixed (DERIVED),Public listing on NSE/BSE,SRC02292,HIGH,
R00686,S0142,Gurugram,2021,2021,2021,FY21-22,Pre-IPO,,USD,,,,post-money,INV1021,INV1021;INV0127;INV0225;INV0033,5,initial (DERIVED),Pre-IPO growth capital,SRC02296,MEDIUM,
R00687,S0143,Bengaluru,2023-12-19,2023-12-19,2023,FY23-24,Seed,,USD,,,,post-money,INV0056;INV0118,INV0056;INV0118,4,initial (DERIVED),Initial platform development and healthcare skilling model design,SRC02299,HIGH,
R00688,S0143,Bengaluru,2024-04-18,2024-04-18,2024,FY24-25,Seed,,USD,,,,post-money,INV0056;INV0118,INV0056;INV0118,4,all-follow-on (DERIVED),Expansion of campuses and programs,SRC02299,HIGH,
R00689,S0143,Bengaluru,2025-04-23,2025-04-23,2025,FY25-26,Pre-Series A,,USD,,,,post-money,INV0056;INV0118,INV0056;INV0118,4,all-follow-on (DERIVED),Scale to 36 campuses across 18 states; hospitality launch,SRC02298,HIGH,
R00690,S0143,Bengaluru,2026-01-14,2026-01-14,2026,FY26-27,Series A,,USD,,,,post-money,INV0013,INV0013;INV0118;INV0056,4,mixed (DERIVED),Expand to 200+ campuses; launch EPC and manufacturing skilling; enter international markets,SRC02298,HIGH,
R00691,S0144,Bengaluru,,2023-02-23,2023,FY23-24,Seed,20.0,USD,1656.0,,,,,INV0003;INV0074;INV0862;INV0048;INV1043,5,mixed (DERIVED),,SRC02304,,
R00692,S0144,Bengaluru,,2024-11-20,2024,FY24-25,Ecosystem,10.0,USD,837.0,500.0,USD,,INV1044,INV1044;INV1045;INV1046,4,all-new-investors (DERIVED),,SRC02304,,
R00693,S0144,Bengaluru,,2025-09-30,2025,FY25-26,Strategic,13.5,USD,1156.95,,,,INV1047;INV0003;INV0074,INV1047;INV0003;INV0074,6,mixed (DERIVED),,SRC02305,,
R00694,S0144,Bengaluru,2023-02-08,2023-02-23,2023,FY23-24,Seed,4.909074,USD,406.47,,,post-money,INV0003,INV0003;INV0142;INV0048;INV0862,5,all-new-investors (DERIVED),Initial platform build and gamer network expansion,SRC02309,MEDIUM,
R00695,S0144,Bengaluru,2024-11-20,2024-11-20,2024,FY24-25,Seed,1.628864,USD,136.34,,,post-money,INV1044,INV1044;INV1045;INV1046,4,all-follow-on (DERIVED),Developer partnerships and ecosystem expansion,SRC02304,MEDIUM,Reported as $10M in media; Tracxn shows $1.63M for this round; discrepancy likely due to different reporting scope
R00696,S0144,Bengaluru,2024-11-28,2024-11-28,2024,FY24-25,Seed,0.95,USD,79.52,,,,,INV1048;INV1045;INV1046,3,mixed (DERIVED),Decentralize gamer data ownership,SRC02315,MEDIUM,LatamList reports $9.5M; may overlap with Nov 2024 round
R00697,S0144,Bengaluru,2025-10-04,2025-09-30,2025,FY25-26,Series A,13.5,USD,1156.95,,,post-money,INV1047;INV0003;INV0074,INV1047;INV0003;INV0074,6,all-follow-on (DERIVED),"Platform growth, operational expansion, strategic initiatives",SRC02305,HIGH,
R00698,S0144,Bengaluru,2022-03-08,2022-03-08,2022,FY22-23,ICO,,USD,,,,,,,0,initial (DERIVED),Initial token offering,SRC02309,LOW,"Tracxn mentions first funding round was ICO on Mar 08, 2022; amount not disclosed"
R00699,S0145,Bengaluru,,2023-03-01,2023,FY23-24,Seed,3.0,USD,248.4,,,,,INV0121,1,initial (DERIVED),,SRC02326,,
R00700,S0145,Bengaluru,,2024-12-01,2024,FY24-25,Series A,8.0,USD,669.6,,,,INV0118,INV0118,2,all-new-investors (DERIVED),,SRC02326,,
R00701,S0145,Bengaluru,,2025-09-03,2025,FY25-26,Series B,28.0,USD,2399.6,180.0,USD,,INV0112,INV0112;INV1049;INV0118;INV0121,5,mixed (DERIVED),,SRC02326,,
R00702,S0146,Bengaluru,,2025-05-12,2025,FY25-26,Series A,12.0,USD,1028.4,,,,INV1050;INV1051;INV1052,INV1050;INV1051;INV1052;INV0528;INV1053,8,all-new-investors (DERIVED),,SRC02346,,
R00703,S0146,Bengaluru,,2022-07-15,2022,FY22-23,Seed,,USD,,,,,INV1054,INV1054,2,initial (DERIVED),IND-enabling studies for immuno-oncology asset,SRC02355,MEDIUM,Amount undisclosed per company
R00704,S0146,Bengaluru,2025-05-12,2025-05-12,2025,FY25-26,Series A,,USD,,,,post-money,INV1050;INV1051;INV1052,INV1050;INV1051;INV1052;INV0528;INV1053,8,all-follow-on (DERIVED),Clinical development of AVA-NP-695; IP portfolio expansion; preclinical work on pipeline,SRC02346,HIGH,"INR 100 crore; oversubscribed; co-led by Capital 2B, Shastra VC, Kotak Lifesciences Fund I"
R00705,S0146,Bengaluru,,2025-05-12,2025,FY25-26,Series A (total raised),,USD,,,,,,,0,unknown,,SRC02359,MEDIUM,Tracxn reports $12M over 4 early-stage rounds; total raised including seed
R00706,S0147,Gurugram,,2021-09-14,2021,FY21-22,Seed,4.6,USD,342.7,,,,,INV0171;INV0668;INV1055,3,initial (DERIVED),,SRC02365,,
R00707,S0147,Gurugram,,2025-04-30,2025,FY25-26,Series A,12.0,USD,1028.4,,,,INV1056;INV0668,INV1056;INV0668;INV1057;INV1058;INV0171;INV1055,8,mixed (DERIVED),,SRC02362,,
R00708,S0148,Bengaluru,,2025-07-22,2025,FY25-26,Seed,5.0,USD,428.5,,,,INV0404;INV0184,INV1059;INV0184,4,initial (DERIVED),,SRC02368,,
R00709,S0148,Bengaluru,,2026-01-22,2026,FY26-27,Series A,25.0,USD,2175.0,,,,INV0404,INV0404;INV0184;INV0116,4,mixed (DERIVED),,SRC02369,,
R00710,S0149,Ahmedabad,2025-03-27,2025-03-27,2025,FY25-26,Series E3,29.5,USD,2528.15,,,,INV1060,INV1060;INV0740;INV0732;INV1061,5,initial (DERIVED),Capital infusion post Fullerton majority acquisition,SRC02386,HIGH,
R00711,S0149,Ahmedabad,2025-05-27,2025-05-27,2025,FY25-26,Venture Debt,11.7,USD,1002.69,,,,INV0381,INV0381,2,all-new-investors (DERIVED),Venture debt financing,SRC02392,MEDIUM,
R00712,S0149,Ahmedabad,,,2024,FY24-25,Series D (multiple tranches),,USD,,,,,INV1060,INV1060;INV0293;INV1062,4,mixed (DERIVED),Bridge funding before Fullerton takeover,SRC02393,HIGH,round_date stated loosely: Oct 2024 - Jan 2025 | announcement_date stated loosely: Oct 2024 - Jan 2025
R00713,S0150,Gurugram,2025-05-08,2025-05-08,2025,FY25-26,Seed,218.0,USD,18682.6,,,,INV0042,INV0042;INV1063;INV0094;INV0905;INV1064;INV1065,7,mixed (DERIVED),"Set up PB Health hospital network in Delhi NCR, product development",SRC02396,HIGH,
R00714,S0150,Gurugram,2026-06-30,2026-06-30,2026,FY26-27,Seed (extension),5394.0,INR,5394.0,,,,INV1063,INV1063,2,initial (DERIVED),Continued investment in PB Healthcare subsidiary,SRC02402,HIGH,
R00715,S0151,Mumbai,2025-12-02,2025-12-02,2025,FY25-26,Series A,7.2,USD,617.04,,,,INV1066,INV1066,2,initial (DERIVED),Accelerate digital health innovation,SRC02404,HIGH,
R00716,S0151,Mumbai,2024-06-11,2024-06-11,2024,FY24-25,Strategic Investment,,USD,,,,,,,0,unknown,Accelerate digital health innovation,SRC02407,MEDIUM,
R00717,S0151,Mumbai,2022-11-21,2022-11-21,2022,FY22-23,Seed,,USD,,,,,,,0,unknown,Initial funding,SRC02404,MEDIUM,
R00718,S0152,Bengaluru,2026-05-27,2026-05-27,2026,FY26-27,Series A (extension),16.7,USD,1452.9,,,,INV0037;INV0809,INV0037;INV0809;INV1068,5,all-follow-on (DERIVED),Power delivery network bottleneck solutions for AI/HPC,SRC02412,HIGH,
R00719,S0152,Bengaluru,,,2026,FY26-27,Series A,15.0,USD,1305.0,,,,INV0037,INV0037;INV1068;INV0809,4,initial (DERIVED),System-level power delivery solutions for AI data centers,SRC02413,HIGH,round_date stated loosely: Feb 2026 | announcement_date stated loosely: Feb 2026
R00720,S0152,Bengaluru,,,2024,FY24-25,Seed,4.0,USD,334.8,,,,INV1068,INV1068,2,all-follow-on (DERIVED),Initial development,SRC02412,HIGH,round_date stated loosely: Nov 2024 | announcement_date stated loosely: Nov 2024
R00721,S0153,Bengaluru,2024-11-05,2024-11-05,2024,FY24-25,Series A,10.0,USD,837.0,,,,INV1069;INV0489,INV1069;INV0489;INV0815;INV1070;INV1071,7,mixed (DERIVED),"Scaling CyRo robotic platform, expanding Bengaluru lab",SRC02420,HIGH,
R00722,S0153,Bengaluru,2022-04-05,2022-04-05,2022,FY22-23,Pre-Series A,4.5,USD,353.25,,,,INV0815;INV1072,INV0815;INV1072;INV0149;INV1021;INV1073;INV0792;INV1070,9,all-new-investors (DERIVED),Pre-Series A funding,SRC02423,HIGH,
R00723,S0153,Bengaluru,2019-08-06,2019-08-06,2019,FY19-20,Seed,0.775,USD,66.65,,,,INV0815;INV1070,INV0815;INV1070,4,all-follow-on (DERIVED),Initial seed funding,SRC02424,HIGH,
R00724,S0153,Bengaluru,2021-04-08,2021-04-08,2021,FY21-22,Incubator/Accelerator,,USD,,,,,INV1074,INV1074,2,initial (DERIVED),Incubation support,SRC02431,MEDIUM,
R00725,S0154,Bengaluru,,,2022,FY22-23,Seed,5.2,USD,408.2,,,,INV0121,INV0121;INV1075,3,all-follow-on (DERIVED),,SRC02454,HIGH,announcement_date stated loosely: Jun 28 2022
R00726,S0154,Bengaluru,,,2024,FY24-25,Seed VC - II (Pre-Series A),5.0,USD,418.5,,,,INV0121,INV0121,2,all-follow-on (DERIVED),,SRC02455,HIGH,announcement_date stated loosely: Aug 13 2024
R00727,S0154,Bengaluru,,,2025,FY25-26,Series A,10.0,USD,857.0,77.48,USD,post-money,INV1076,INV1076;INV0121;INV1075,4,mixed (DERIVED),"Geographic expansion to 20+ countries, global licensing, card acceptance (InstaLinks), compliance automation, developer APIs",SRC02443,HIGH,announcement_date stated loosely: Dec 10 2025
R00728,S0154,Bengaluru,,,2025,FY25-26,Series A (reported by Tracxn),5.72,USD,490.2,,,,,,0,unknown,,SRC02446,MEDIUM,Tracxn reports different amount ($5.72M) vs press ($10M); discrepancy likely due to partial disclosure | announcement_date stated loosely: Dec 10 2025
R00729,S0154,Bengaluru,,2024-08-13,2024,FY24-25,Pre-Series A,5.0,USD,418.5,,,,INV0121,INV0121,2,initial (DERIVED),Pre-Series A funding,SRC02455,HIGH,
R00730,S0154,Bengaluru,,2025-12-10,2025,FY25-26,Series A (Tracxn variant),5.72,USD,490.2,,,,INV1076,INV1076,2,all-new-investors (DERIVED),,SRC02446,MEDIUM,Tracxn reports $5.72M vs press $10M; discrepancy likely partial disclosure
R00731,S0155,Delhi (New Delhi),,,2020,FY20-21,Seed,,USD,,,,,,,0,unknown,,SRC02465,MEDIUM,announcement_date stated loosely: Jun 30 2020
R00732,S0155,Delhi (New Delhi),,,2021,FY21-22,Series A,4.1,USD,305.45,,,,,INV1077;INV1078,2,all-new-investors (DERIVED),,SRC02464,MEDIUM,announcement_date stated loosely: Mar 17 2021
R00733,S0155,Delhi (New Delhi),,,2021,FY21-22,Series A - II,,USD,,,,,,,0,initial (DERIVED),,SRC02465,MEDIUM,announcement_date stated loosely: Apr 21 2021
R00734,S0155,Delhi (New Delhi),,,2024,FY24-25,Debt,8.0,USD,669.6,,,,INV1079,INV1080,2,all-new-investors (DERIVED),,SRC02466,HIGH,announcement_date stated loosely: Feb 29 2024
R00735,S0155,Delhi (New Delhi),,,2025,FY25-26,Series B,10.0,USD,857.0,,,,INV1081,INV1081;INV1082;INV1083,4,all-new-investors (DERIVED),"Expansion into manufacturing, building automation, district cooling; enhance DeJoule analytics",SRC02461,HIGH,announcement_date stated loosely: Nov 28 2025
R00736,S0156,Greater Noida (Bengaluru R&D),,,2026,FY26-27,Seed,0.5,USD,43.5,,,,,,0,unknown,,SRC02479,MEDIUM,announcement_date stated loosely: Pre-2026
R00737,S0156,Greater Noida (Bengaluru R&D),,,2026,FY26-27,Series A,10.0,USD,870.0,,,,INV1084;INV1085,INV1086;INV1085;INV0909;INV1087;INV1088;INV1089,8,all-new-investors (DERIVED),"Accelerate commercialization of ML-enabled analog signal-chain ICs, initiate silicon chip production, expand global market presence",SRC00059,HIGH,announcement_date stated loosely: Feb 18 2026
R00738,S0156,Greater Noida (Bengaluru R&D),,,2026,FY26-27,Series A (reported by ET),900.0,INR,900.0,,,,,,0,unknown,,SRC02473,HIGH,announcement_date stated loosely: Feb 18 2026
R00739,S0156,Greater Noida (Bengaluru R&D),,2026-02-18,2026,FY26-27,Series A (INR equivalent),90.5,INR,90.5,,,,,,0,initial (DERIVED),,SRC02473,HIGH,ET Manufacturing reports same round as ~Rs 90 Cr / $10M
R00740,S0157,Mumbai,,2024,2024,FY24-25,Series A,320.0,INR,320.0,,,,INV1090,INV1090;INV1057,3,all-new-investors (DERIVED),,,HIGH,
R00741,S0157,Mumbai,,,2026,FY26-27,Pre-Series B,650.0,INR,650.0,,,,INV1091,INV1091;INV1092;INV1057;INV1093,5,mixed (DERIVED),"Expand centre network beyond Maharashtra, strengthen technology platform and AI capabilities, scale Get SET Early through hospitals and paediatricians, expand therapist training pr",SRC02481,HIGH,announcement_date stated loosely: Aug 19 2026
R00742,S0157,Mumbai,2022,2022-01-01,2022,FY22-23,Seed,2.0,USD,157.0,,,un-disclosed,INV1092,INV1092;INV0150;INV0792,4,initial (DERIVED),Initial operations and therapy programme development,SRC02488,HIGH,Amount: $2 million; investors per Entrackr and Inc42
R00743,S0158,Mumbai,,2022,2022,FY22-23,Series D,50.0,USD,3925.0,30000.0,INR,post-money,INV0326,INV0326,2,initial (DERIVED),Offline retail expansion,,HIGH,
R00744,S0158,Mumbai,,,2026,FY26-27,Series D7,1445.0,INR,1445.0,7550.0,INR,post-money,INV0220,INV1095,2,all-follow-on (DERIVED),Fresh capital amid revenue decline and widening losses,SRC02495,HIGH,announcement_date stated loosely: Sep 1 2026
R00745,S0158,Mumbai,,,2026,FY26-27,Series D7 (MCA filing details),1444.7,INR,1444.7,,,,INV0220,INV0220,2,all-follow-on (DERIVED),,SRC02496,HIGH,announcement_date stated loosely: Sep 1 2026
R00746,S0158,Mumbai,2026-09-01,2026-09-01,2026,FY26-27,Series D7,144.5,INR,144.5,7550000000.0,INR,post-money,INV0220,INV1095,2,all-new-investors (DERIVED),Fresh capital amid revenue decline and widening losses,SRC02495,HIGH,"1,12,248 Series D7 CCPS at Rs 12,871/share; A91 to hold ~19.97%"
R00747,S0158,Mumbai,2026-09-01,2026-09-01,2026,FY26-27,Series D7 (MCA filing details),144.47,INR,144.47,5500000000.0,INR,post-money,INV0220,INV0220,2,all-new-investors (DERIVED),Fresh capital,SRC02497,HIGH,"Inc42 calculations: post-money ₹550-600 Cr; pre-money ₹433.6 Cr; peak valuation ~₹3,000 Cr in 2022"
R00748,S0158,Mumbai,2024-11-01,2024-11-01,2024,FY24-25,Series D (secondary),,INR,,2650000000.0,INR,post-money,,,0,unknown,Unknown,SRC02497,MEDIUM,"Inc42 references Nov 2024 fundraise at ₹2,600-2,700 Cr valuation; details not fully confirmed"
R00749,S0159,Bengaluru,,,2025,FY25-26,Pre-Series B,,USD,,,,,INV1096,,1,unknown,,SRC02502,,announcement_date stated loosely: Aug 2025
R00750,S0159,Bengaluru,,,2026,FY26-27,Series B,17.0,USD,1479.0,,,,,,0,unknown,,SRC02503,,announcement_date stated loosely: Aug 2026
R00751,S0159,Bengaluru,,2022-04-01,2022,FY22-23,Seed,7.14,USD,560.49,,,,,,0,initial (DERIVED),Initial product development,SRC02522,MEDIUM,
R00752,S0159,Bengaluru,2022-08-16,2022-08-17,2022,FY22-23,Series A,40.0,USD,3140.0,,,,INV1097;INV1098,INV1099;INV1100;INV1101;INV1102;INV1103,7,all-new-investors (DERIVED),Launch Growth-as-a-Service; acquire Shoptimize and SELLinALL,SRC02513,HIGH,
R00753,S0159,Bengaluru,,2025-01-01,2025,FY25-26,Convertible Note,,USD,,,,,,,0,unknown,Bridge financing,SRC02523,LOW,
R00754,S0159,Bengaluru,2025-08-11,2025-08-11,2025,FY25-26,Pre-Series B,9.0,USD,771.3,,,,INV1096,INV1096;INV1104;INV1105;INV1101;INV1102,6,mixed (DERIVED),Expand Agent Foundry in India,SRC02512,HIGH,
R00755,S0161,Bengaluru,,,2026,FY26-27,Seed,8.0,USD,696.0,,,,INV0037,INV0037;INV0652,3,mixed (DERIVED),,SRC02529,,announcement_date stated loosely: Jan 2026
R00756,S0161,Bengaluru,,2026-09-01,2026,FY26-27,Series A (ongoing/negotiating),50.0,USD,4350.0,,,pre-money,INV0037,INV0037;INV0288,3,initial (DERIVED),"Silicon prototyping, MPW runs at foundries, compiler development, hardware emulation",SRC02534,MEDIUM,Peak XV contributing ~$15M; 360 One as new investor. Valuation $160-200M. Not yet closed as of Sep 2026.
R00757,S0162,Bengaluru,,,2024,FY24-25,Series B,12.0,USD,1004.4,,,,INV0037,INV0743;INV0037,3,all-follow-on (DERIVED),,SRC02544,,announcement_date stated loosely: Feb 2024
R00758,S0162,Bengaluru,,,2026,FY26-27,Series C,1700.0,INR,1700.0,,,,INV0743,,1,unknown,,SRC02542,,announcement_date stated loosely: Sep 2026
R00759,S0162,Bengaluru,2020-03-09,2020-03-09,2020,FY20-21,Seed,0.32,USD,23.68,,,,INV1106;INV1107,INV1106;INV1107;INV1108;INV1109;INV1110;INV1111;INV1112;INV1113;INV1114;INV1115;INV1116;INV1117;INV1118;INV1119;INV1120;INV1121;INV1122;INV1123;INV1124,21,initial (DERIVED),early-stage product development,SRC02553,MEDIUM,
R00760,S0162,Bengaluru,2022-03-31,2022-03-31,2022,FY22-23,Series A,4.961002,USD,389.44,,,,INV1061,INV1061;INV0371;INV1106;INV1125;INV1126;INV1118;INV1127;INV1128;INV1129;INV1111;INV1110;INV1130;INV1119;INV1131;INV1121;INV1132;INV1133;INV1122;INV1134;INV1115;INV1116;INV1108;INV1135;INV1113;INV1136;INV1109;INV1137;INV1112;INV1138;INV1139;INV1120;INV1107;INV1140;INV1141,35,mixed (DERIVED),scaling product and team,SRC02553,MEDIUM,
R00761,S0162,Bengaluru,2023-08-23,2023-08-23,2023,FY23-24,Series A-2,3.749322,USD,310.44,,,,INV0371,INV0371;INV1131;INV1115;INV1121;INV1126;INV1114;INV1138;INV1130;INV1118;INV1111;INV1116;INV1142;INV1136;INV1122;INV1108;INV1113;INV1120;INV1112;INV1106;INV1143;INV1133;INV1129;INV1109;INV1117;INV1119;INV1140,27,mixed (DERIVED),pre-Series B bridge,SRC02553,MEDIUM,
R00762,S0162,Bengaluru,2026-09-01,2026-09-01,2026,FY26-27,Series C,170.0,INR,170.0,19300000000.0,INR,post-money,INV0743,INV0743;INV0037;INV1144;INV1145;INV1146,6,all-new-investors (DERIVED),"growth acceleration, ESOP secondaries",SRC02542,HIGH,
R00763,S0162,Bengaluru,2026-09-02,2026-09-02,2026,FY26-27,Series C (primary tranche),90.66,INR,90.66,19300000000.0,INR,post-money,INV0743,INV0743;INV0037;INV1147;INV1144;INV1146,6,mixed (DERIVED),"growth, financial position, long-term resources",SRC02543,HIGH,
R00764,S0163,Pune,,,,,Total disclosed (Tracxn),356.0,USD,30509.2,,,,,INV1148;INV0121;INV0057,3,initial (DERIVED),,SRC02565,,
R00765,S0163,Pune,2015-11-05,2015-11-05,2015,FY15-16,Series A,12.5,USD,1075.0,,,,,,0,unknown,,SRC02565,MEDIUM,
R00766,S0163,Pune,2020-11-08,2020-11-08,2020,FY20-21,Series E,110.0,USD,8140.0,396.0,USD,post-money,INV0698,INV0698;INV0115;INV1149;INV1150,5,all-new-investors (DERIVED),"Automating hubs and sort centres, technology investment, expanding delivery footprint",SRC02565,HIGH,
R00767,S0163,Pune,2022-02-09,2022-02-09,2022,FY22-23,Series F,100.0,USD,7850.0,1140.0,USD,post-money,INV0057;INV0020;INV0221,INV0057;INV0020;INV0221;INV1149;INV0381;INV1151;INV1152;INV0698,11,mixed (DERIVED),,SRC02565,HIGH,
