startup_id,company_name,legal_name,aliases,website,founded_date,incorporation_date,status,startup_stage,primary_sector,secondary_sectors,business_model,customer_type,city,state,country,hq_type,registered_office,employee_estimate,employee_estimate_date,total_funding_disclosed,last_funding_date,last_funding_round,last_known_valuation,revenue_latest_fy,revenue_latest_fy_year,revenue_latest_fy_period,profit_loss_latest_fy,profit_loss_latest_fy_period,dpiit_recognized,cin,parent_company,subsidiary_of,public_private,website_status,official_website,careers_website,last_verified,confidence,primary_source_id,notes,company_class
S0128,Rezolv,Rezolv AI Technology Solutions Private Limited,Rezolv AI,https://www.rezolv.com,2024-10-01,2024-11-25,Active,Series A,fintech,,"B2B AI-native lending lifecycle software for banks/NBFCs (collections, underwriting)",,Mumbai,Maharashtra,India,HQ,"No D-214, Kankia Zillion, LBS Marg, Off BKC, BandraE, Kurla, Mumbai, Maharashtra, India, 400070",78,,"1387.5 Mn INR (equity, DERIVED)",2026-08-01,Series A,,10,FY25,FY25 crore INR,,,,U62099MH2024PTC435417,,,Private,unchecked (not in linkcheck set),https://www.rezolv.com,,2026-09-14,HIGH,SRC02127,"CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[cin]: U62099MH2024PTC435417 is the correct MCA CIN; rezolv.com compliance page has a t | CONFLICT[seed_round_date]: Tracxn provides exact date Mar 03, 2025; 3one4 blog says 'last year' relative to | CONFLICT[business_description]: Task prompt description was incorrect; Rezolv is a fintech lending-tech platform | GAPS: CIN/incorporation not verified; Valuation undisclosed; Revenue/customer count not in press; Full investor syndicate beyond lead unverified; City: Mumbai per YourStory/ET; needs registered-office confirmation",Startup
S0129,JustAI,,,https://justai.in,2024,,active,Series A,ai marketing saas,,B2B SaaS — agentic AI marketing platform (4 coordinated agents automating personalization/experimentation/decisioning),,San Francisco,"California, USA",India,,,,,"1621.3 Mn INR (equity, DERIVED)",2026-06-24,Series A,,,,,,,,,,,private,unchecked (not in linkcheck set),https://justai.in,https://justai.in/ai-governance-jobs/,2026-09-14,MEDIUM,,"ENTITY-MATCH RISK: coverage describes SF-headquartered AI SaaS; India discovery seed may refer to a different listed entity (""JustAi Enterprises""). Kept as single row pending manual de-dupe. | CONFLICT[series_a_amount]: Use $17M (press consensus); note company post says $17.5M | CONFLICT[seed_amount]: Use $1.7M (multiple press + company LinkedIn funding table); YesPress ~$2.2M may | GAPS: Valuation undisclosed; Revenue/ARR figures unverified (YesPress mentions 5x ARR growth — not independently verified); CIN/incorporation date: US HQ company; no MCA record surfaced; Employee count unverified (one profile says 5 employees — d | City corrected from discovery seed (Bengaluru) to San Francisco per enrichment.",Startup
S0130,BGauss,BGAUSS AUTO PRIVATE LIMITED,,https://www.bgauss.com,2020,2020-07-31,active,Series D (late stage),ev two-wheeler,,B2C/B2B2C — manufacture + sale of electric two-wheelers,,Mumbai,Maharashtra,India,registered_office,"Ram Ratna House, Victoria Mill Compound, Pandurang Budha Karm Marg, Worli, Mumbai, Maharashtra, India – 400013",633,,"2762.0 Mn INR (equity, DERIVED)",2026-08-20,Series D,,238.9,FY25,FY25 crore INR,,,,U34300MH2020PTC343000,,,private,unchecked (not in linkcheck set),https://www.bgauss.com,,2026-09-14,HIGH,SRC02142,"CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[employee_count]: Tracxn figure (633) is more recent and specific; Inc42 (525) may be from differe | CONFLICT[employee_count]: LinkedIn self-reported range is much lower than Tracxn. Likely LinkedIn shows In | CONFLICT[funding_rounds]: An intermediate round between Series A and Series D exists but is not publicly n | CONFLICT[city]: Registered office is in Mumbai (Worli); manufacturing plant is in Chakan, Pune. | CONFLICT[annual_sales_FY26]: Both from same source; FY26 sales declined significantly from FY25. This represe | GAPS: CIN/incorporation date not captured — no registry page surfaced in results; FY25 profit/loss not captured; Headcount unverified; Series C details (if any) unverified — jump from Series B to Series D naming unexplained",Startup
S0131,Emo Energy,,,https://www.emoenergy.in,2022,,active,pre-Series B,ev battery fast-charge,,"B2B — battery packs + fast chargers + ZEN energy-management software for commercial EVs; >90% revenue batteries, software growing",,Bengaluru,Karnataka,India,,,,,"1171.2 Mn INR (equity, DERIVED)",2026-06-01,pre-Series B,,14.42,FY25,FY25 crore INR,7.17,FY25 crore INR,,,,,private,unchecked (not in linkcheck set),https://www.emoenergy.in,,2026-09-14,MEDIUM,,GAPS: CIN/incorporation date not captured from registry page; FY26 audited revenue not yet available (company claims 3.43x growth); Legal name hint 'Mestis Energy Pvt Ltd' (LinkedIn alias) — unverified,Startup
S0132,Baaz Bikes,,,,,,active,Series A,ev mobility,,"B2B — EV two-wheelers + battery-swapping network for gig-delivery fleets (clients incl. Zomato, Amazon per Indian Startup News)",,Delhi NCR,,India,,,,,"662.4 Mn INR (equity, DERIVED)",2023-11-21,Series A,,,,,,,,,,,private,,,,2026-09-14,MEDIUM,,"CONFLICT[city]: Unresolved — press says Delhi NCR; needs verification | GAPS: Founders not verified — snippets did not include founder names; needs dedicated probe; Founded date, CIN unknown; Financials unknown; City conflict (Bengaluru vs Delhi NCR); Post-2023 rounds unknown; Jun 2026 article suggests fresh raise so | City corrected from discovery seed (Bengaluru) to Delhi NCR (batch says Bengaluru — press says Delhi NCR; kept batch city with conflict note) per enrichment. | HQ/domicile detail: batch says Bengaluru — press says Delhi NCR; kept batch city with conflict note)",Startup
S0133,Piston,,,https://piston.com,,,active,Series A,fintech / payments,,B2B fintech — cardless payments platform connecting commercial fleets and fuel/gas stations (US ops; Indian founders),,Bengaluru,,India,,,,,"1305.0 Mn INR (equity, DERIVED)",2026-09-10,Series A,,,,,,,,,,,private,unchecked (not in linkcheck set),https://piston.com,https://piston.com/careers,2026-09-14,MEDIUM,,"GAPS: Founder names not captured in snippets — needs follow-up probe; Founded date, CIN unknown; Financials unknown; Prior (seed) rounds unknown; Valuation undisclosed | City corrected from discovery seed (Bengaluru) to Bengaluru (batch; ops US) per enrichment. | HQ/domicile detail: batch; ops US)",Startup
S0134,Chargebee,"Chargebee, Inc.",,https://www.chargebee.com,2011,2012-02-03,Active,Late-stage (Series H),saas/billing,,B2B SaaS,,Chennai,Tamil Nadu,United States,US HQ with India ops,"10TH FLOOR, LITTLEWOOD TOWER, RAMANUJAN INTELLION PARK, RAJIV GANDHI SALAI, TARAMANI, Chennai, Tamil Nadu - 600113",1301,,"35221.4 Mn INR (equity, DERIVED)",2022-02-01,Series H,,100,FY25,FY25 crore INR,,,,U72900TN2012PTC084306,,,Private,unchecked (not in linkcheck set),https://www.chargebee.com,https://www.chargebee.com/careers,2026-09-14,HIGH,SRC02186,CONFLICT[funding_amount_2021]: The $125M Series G figure is well-documented across multiple primary sources; th | CONFLICT[funding_amount_2022]: The $250M Series H figure is well-documented; the $60M claim is not corroborated | CONFLICT[valuation]: The $1.3B figure does not match any documented valuation. Series G was $1.4B; Se | CONFLICT[city]: Chennai is the registered office and primary India hub; Bengaluru is a secondary | GAPS: CIN/incorporation registry page not surfaced in LITE searches; Audited MCA financials not captured; only third-party revenue estimate; Post-2022 funding (Oct 2024 later-stage VC per PitchBook) terms undisclosed,Mature private company
S0135,Delhivery,Delhivery Limited,,https://www.delhivery.com,2011,2011-06-22,Active,"Listed (NSE/BSE: DELHIVERY, since 24 May 2022)",logistics,,B2B logistics services,,Gurugram,Haryana,India,HQ,"Gurugram, Haryana",45000,,"23643.5 Mn INR (equity, DERIVED) | IPO issue 52350.0 INRMn (excluded from private equity total) | IPO issue 5235.0 INRMn (excluded from private equity total)",2025-04-05,Acquisition (Ecom Express),,2850,FY25,Q4FY26 crore INR,162.0,FY25 INR Cr INR,,L63090DL2011PLC221234,,,Public,unchecked (not in linkcheck set),https://www.delhivery.com,https://www.delhivery.com/careers,2026-09-14,HIGH,SRC02209,CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | GAPS: Full pre-IPO round-by-round amounts rely on aggregator; LITE captured only Series H + IPO; Registered office address not captured,Public company
S0136,Erisha E Mobility,,,https://www.erishaev.com/,2022-04-18,2022-04-18,Active,Series D,auto/ev,,B2B/B2C EV manufacturing,,Delhi NCR,Delhi,India,,,,,"85700.0 Mn INR (equity, DERIVED)",2025-03-17,Series D,,4.73,FY23,FY23 INR Cr INR,,,,U34300DL2022PTC396742,,,Private,unchecked (not in linkcheck set),https://www.erishaev.com/,https://www.erishaev.com/career,2026-09-14,MEDIUM,,"CONFLICT[stage]: Resolved to Series D: dated Series D funding (Mar 17 2025, $1B) corroborated by | GAPS: UAE investor identity undisclosed — cannot populate investor_links precisely; Valuation for Series D not reported; CIN captured from aggregator (Tracxn legal-entity page citing MCA), not MCA directly; FY24/FY25 financials not found in LITE",Mature private company
S0137,Freshworks,,,https://www.freshworks.com/,2010,,Active,"Listed (Nasdaq: FRSH, since Sep 2021)",saas,,B2B SaaS,,Chennai,Tamil Nadu,India,,,,,"12900.0 Mn INR (equity, DERIVED) | IPO issue 1030.0 USDMn (excluded from private equity total)",2021-09-22,IPO,,222.7,,USD M USD,,,,,,,Public,unchecked (not in linkcheck set),https://www.freshworks.com/,https://www.freshworks.com/company/careers/,2026-09-14,MEDIUM,,GAPS: CIN not surfaced (US-listed; Indian subsidiary CIN would need MCA lookup); Full early round amounts not itemized in LITE budget,Public company
S0138,OYO,Oravel Stays Limited (rebranded to PRISM Life Limited),,https://www.oyorooms.com/,2013,2012-02-21,Active,"Pre-IPO (SEBI-approved; UDRHP filed, Rs 6,650 Cr fresh issue)",hospitality/travel-tech,,B2B2C marketplace + company-serviced hotels,,Gurugram,Haryana,India,registered,Delhi (CIN prefix DL),Unknown,,"73535.0 Mn INR (equity, DERIVED)",2025-12-20,IPO (pending),,6253,FY25,FY25 crore INR,245,FY25 crore INR,,U63090DL2012PTC231770,,,Private,unchecked (not in linkcheck set),https://www.angelone.in/,https://www.angelone.in/careers,2026-09-14,HIGH,SRC02260,"CONFLICT[ipo_status]: Consistent progression: shareholder nod (Dec 2025) -> SEBI approval (Jun 2026) - | CONFLICT[status]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[FY25 PAT]: | CONFLICT[FY25 revenue]: | CONFLICT[ipo_valuation]: | CONFLICT[official_website]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | GAPS: Per-round amounts/valuations for Series A-G not verified in LITE budget; CIN/incorporation registry page not captured; FY25 figures are management/unaudited (townhall), not audited filings",Mature private company
S0139,Policybazaar,PB Fintech Limited,,https://www.policybazaar.com,2008,2008,,Public (Listed),Insurtech / Fintech,,Online insurance and lending marketplace,,Gurugram,Haryana,India,,,,, | IPO issue  INRMn (excluded from private equity total),2021-11-01,IPO,,6794,FY26,FY26 INR Cr INR,670,FY26 INR Cr INR,,U65990DL2008PTC179656,,,Public,unchecked (not in linkcheck set),https://www.policybazaar.com,https://www.policybazaar.com/careers/,2026-09-14,MEDIUM,,"GAPS: Exact Series G amount not disclosed on Tracxn; Individual founder backgrounds beyond Yashish Dahiya not verified; CIN number inferred from public records, not directly verified from source",Public company
S0140,Uniphore,Uniphore Technologies Inc.,,https://www.uniphore.com,2008,2008,,Private (Unicorn),Conversational AI / Enterprise AI,,"Business AI Cloud platform (speech recognition, NLP, RPA, voice biometrics, emotion AI, computer vision)",,Chennai / Palo Alto,,India,,,,,,2025-10-22,Series F,,,FY25,FY25 USD USD,,,,,,,Private,unchecked (not in linkcheck set),https://www.uniphore.com,https://www.uniphore.com/careers/,2026-09-14,MEDIUM,,"CONFLICT[valuation]: Both rounds valued at $2.5B; Series F maintained same valuation as Series E | GAPS: Exact revenue figures not publicly disclosed; CIN not available (US-incorporated, India operations via Chennai); Employee count varies across sources (869 vs 883)",Other - status unverified
S0141,Urban Company,Urban Company Limited (formerly UrbanClap Technologies India Limited),,https://investorrelations.urbancompany.com,2014,2014,,Public (Listed),Home Services / Hyperlocal,,"Technology platform connecting customers with home service professionals (cleaning, repairs, salon, spa)",,Gurugram,Haryana,India,,,,, | IPO issue  INRMn (excluded from private equity total),2025-04-28,IPO,,528,FY26,FY26 INR Cr (Q1 FY27) INR,161.2,FY26 INR Cr INR,,,,,Public,unchecked (not in linkcheck set),https://investorrelations.urbancompany.com,https://careers.urbancompany.com/,2026-09-14,MEDIUM,,GAPS: CIN not directly verified from source; incorporation date 2014 from DRHP; Exact employee count not confirmed from primary source,Public company
S0142,Zomato,Eternal Limited (formerly Zomato Limited),,https://www.zomato.com,2008-07-10,2008-07-10,,Public (Listed),FoodTech / Quick Commerce,,"Food delivery, quick commerce (Blinkit), B2B food supply (Hyperpure), going-out (District)",,Gurugram,Haryana,India,,,,, | IPO issue  INRMn (excluded from private equity total),2021-07-01,IPO,,54364,FY26,FY26 INR Cr INR,366,FY26 INR Cr INR,,,,,Public,unchecked (not in linkcheck set),https://www.zomato.com,,2026-09-14,MEDIUM,,"GAPS: CIN not directly verified from sources; incorporation date from Wikipedia; Exact founding date July 10, 2008 from Wikipedia; Foodiebay launched 2008, incorporated Jan 18, 2010; Employee count varies (4,440 per Wikipedia 2024 vs 6,903 per Tr",Public company
S0143,Emversity,Beyond Odds Technologies Pvt. Ltd.,,https://emversity.com,2023,2023,,Private (Series A),EdTech / Workforce Skilling,,University-embedded training and employability platform; works with HEIs and employers to co-design curriculum and provide hands-on training for grey-collar roles,,Bengaluru,Karnataka,India,,,,,,2026-01-14,Series A,,7.1,FY25,FY25 INR Cr INR,,,,,,,Private,unchecked (not in linkcheck set),https://emversity.com,https://emversity.com/careers,2026-09-14,MEDIUM,,"CONFLICT[total_funding]: LinkedIn figure likely includes additional funding rounds or ESOP buyback after | GAPS: CIN not directly verified from sources; Revenue figures from Inc42 are press-quoted, not audited; Employee count varies: 264 (Tracxn Apr 2025) vs 604 (LinkedIn Jun 2026) vs ~700 (TechCrunch); Lanstitut acquisition terms undisclosed",Other - status unverified
S0144,KGeN (Kratos Gamer Network),White MarTech Solutions Private Limited,Kratos Gamer Network,https://venture.com,2022,2023-09-04,Active,Series A (strategic round Sep 2025),gaming/web3 distribution protocol,,B2B verified user-distribution protocol; revenue from partner acquisition/loyalty programs,,Bengaluru,Karnataka,India,registered_office,"1147 KP Icon, 4th Floor, 12th Main, HAL II Stage, Indiranagar, Bangalore, Karnataka, India, 560038",232,,"5429.2 Mn INR (equity, DERIVED)",2025-09-30,Strategic,,85.8,FY26,FY26 million USD,,,,U62099KA2023PTC178138,,,private,unchecked (not in linkcheck set),https://venture.com,https://venture.com/joint_venture,2026-09-14,HIGH,SRC02309,"CONFLICT[total_funding]: Later figure supersedes; $43.5M current | CONFLICT[primary_sector]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[official_website]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[total_funding]: Tracxn figure ($42.8M) is more recent and precise; ET's $43.5M may include unves | CONFLICT[legal_name]: Tracxn provides MCA21-derived CIN; Crunchbase may use brand name; White MarTech | CONFLICT[website]: kgen.io is the verified official site; venture.com appears to be incorrect in ex | CONFLICT[founding_year]: Tracxn and Accel both say 2022; incorporation date is Sep 2023; company may have | GAPS: CIN/incorporation registry page not surfaced; legal entity likely non-India (BVI per Tracxn, unverified); Audited MCA financials not available",Startup
S0145,Seekho,Keyaro Edutech Private Limited,,https://seekho.in,2020,2020-09-21,Active,Series B,edtech short-form,,B2C subscription edutainment OTT; short 3-5 min videos,,Bengaluru,Karnataka,India,office,"c/o W O Ashok Agarwal, 10 Ashirvad Colony, Opp. College Ground, Kesarganj, Sirohi, Rajasthan - 302001",140,,"3317.6 Mn INR (equity, DERIVED)",2025-09-03,Series B,,1415000000,FY25,FY25 lakh INR,388000000,FY25 lakh INR,,U72900RJ2020PTC071142,,,private,unchecked (not in linkcheck set),https://seekho.in,https://seekho.in/category/jobs-career/,2026-09-14,HIGH,SRC02331,"CONFLICT[founded_year]: Prefer 2020 (founder/company sources); 2021 likely listing lag | CONFLICT[founded_year]: Prefer 2020 (founder/company sources; MCA incorporation date 21 Sep 2020) | CONFLICT[founders]: All primary sources confirm Rohit Choudhary, Keertay Agarwal, Yash Banwani as fo | CONFLICT[valuation]: Prefer $180M (multiple credible sources including BVP and Entrackr) | GAPS: CIN/registry page not surfaced in budget; Legal entity Keyaro Edutech Pvt Ltd per Crunchbase, unverified",Startup
