task_id,startup_id,company,research_area,priority,assigned,started,completed,result,next_action,status,log_events
RT1830,S0147,HexaHealth,people,P2,unassigned,,,,gap: people at coverage 0 for Enriched record (Other - status unverified; priority 37.0 score),not_started,0
RT1831,S0147,HexaHealth,customers,P2,unassigned,,,,gap: customers at coverage 0 for Enriched record (Other - status unverified; priority 37.0 score),not_started,0
RT1832,S0147,HexaHealth,legal,P2,unassigned,,,,gap: legal at coverage 0 for Enriched record (Other - status unverified; priority 37.0 score),not_started,0
RT1833,S0147,HexaHealth,locations,P2,unassigned,,,,gap: locations at coverage 0 for Enriched record (Other - status unverified; priority 37.0 score),not_started,0
RT1834,S0147,HexaHealth,events,P2,unassigned,,,,gap: events at coverage 0 for Enriched record (Other - status unverified; priority 37.0 score),not_started,0
RT1835,S0149,Lendingkart,products,P2,unassigned,,,,gap: products at coverage 0 for Enriched record (Startup; priority 34.0 score),not_started,0
RT1836,S0149,Lendingkart,traction,P2,unassigned,,,,gap: traction at coverage 0 for Enriched record (Startup; priority 34.0 score),not_started,0
RT1837,S0149,Lendingkart,people,P2,unassigned,,,,gap: people at coverage 0 for Enriched record (Startup; priority 34.0 score),not_started,0
RT1838,S0149,Lendingkart,customers,P2,unassigned,,,,gap: customers at coverage 0 for Enriched record (Startup; priority 34.0 score),not_started,0
RT1839,S0149,Lendingkart,legal,P2,unassigned,,,,gap: legal at coverage 0 for Enriched record (Startup; priority 34.0 score),not_started,0
RT1840,S0149,Lendingkart,locations,P2,unassigned,,,,gap: locations at coverage 0 for Enriched record (Startup; priority 34.0 score),not_started,0
RT1841,S0149,Lendingkart,events,P2,unassigned,,,,gap: events at coverage 0 for Enriched record (Startup; priority 34.0 score),not_started,0
RT1842,S0150,PB Healthcare,funding,P2,unassigned,,,,gap: funding at coverage 0 for Enriched record (Scale-up; priority 37.3 score),not_started,0
RT1843,S0150,PB Healthcare,investors,P2,unassigned,,,,gap: investors at coverage 0 for Enriched record (Scale-up; priority 37.3 score),not_started,0
RT1844,S0150,PB Healthcare,products,P2,unassigned,,,,gap: products at coverage 0 for Enriched record (Scale-up; priority 37.3 score),not_started,0
RT1845,S0150,PB Healthcare,traction,P2,unassigned,,,,gap: traction at coverage 0 for Enriched record (Scale-up; priority 37.3 score),not_started,0
RT1846,S0150,PB Healthcare,customers,P2,unassigned,,,,gap: customers at coverage 0 for Enriched record (Scale-up; priority 37.3 score),not_started,0
RT1847,S0150,PB Healthcare,legal,P2,unassigned,,,,gap: legal at coverage 0 for Enriched record (Scale-up; priority 37.3 score),not_started,0
RT1848,S0150,PB Healthcare,locations,P2,unassigned,,,,gap: locations at coverage 0 for Enriched record (Scale-up; priority 37.3 score),not_started,0
RT1849,S0150,PB Healthcare,events,P2,unassigned,,,,gap: events at coverage 0 for Enriched record (Scale-up; priority 37.3 score),not_started,0
RT1850,S0151,Augnito,products,P2,unassigned,,,,gap: products at coverage 0 for Enriched record (Startup; priority 35.2 score),not_started,0
RT1851,S0151,Augnito,traction,P2,unassigned,,,,gap: traction at coverage 0 for Enriched record (Startup; priority 35.2 score),not_started,0
RT1852,S0151,Augnito,people,P2,unassigned,,,,gap: people at coverage 0 for Enriched record (Startup; priority 35.2 score),not_started,0
RT1853,S0151,Augnito,customers,P2,unassigned,,,,gap: customers at coverage 0 for Enriched record (Startup; priority 35.2 score),not_started,0
RT1854,S0151,Augnito,legal,P2,unassigned,,,,gap: legal at coverage 0 for Enriched record (Startup; priority 35.2 score),not_started,0
RT1855,S0151,Augnito,locations,P2,unassigned,,,,gap: locations at coverage 0 for Enriched record (Startup; priority 35.2 score),not_started,0
RT1856,S0151,Augnito,events,P2,unassigned,,,,gap: events at coverage 0 for Enriched record (Startup; priority 35.2 score),not_started,0
RT1857,S0152,C2i Semiconductors,financials,P1,unassigned,,,,gap: financials at coverage 0 for Enriched record (Startup; priority 43.4 score),not_started,0
RT1858,S0152,C2i Semiconductors,products,P1,unassigned,,,,gap: products at coverage 0 for Enriched record (Startup; priority 43.4 score),not_started,0
RT1859,S0152,C2i Semiconductors,traction,P1,unassigned,,,,gap: traction at coverage 0 for Enriched record (Startup; priority 43.4 score),not_started,0
RT1860,S0152,C2i Semiconductors,customers,P1,unassigned,,,,gap: customers at coverage 0 for Enriched record (Startup; priority 43.4 score),not_started,0
RT1861,S0152,C2i Semiconductors,legal,P1,unassigned,,,,gap: legal at coverage 0 for Enriched record (Startup; priority 43.4 score),not_started,0
RT1862,S0152,C2i Semiconductors,locations,P1,unassigned,,,,gap: locations at coverage 0 for Enriched record (Startup; priority 43.4 score),not_started,0
RT1863,S0152,C2i Semiconductors,events,P1,unassigned,,,,gap: events at coverage 0 for Enriched record (Startup; priority 43.4 score),not_started,0
RT1864,S0160,Beepkart,founders,P4,unassigned,,,,gap: founders at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT1865,S0160,Beepkart,funding,P4,unassigned,,,,gap: funding at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT1866,S0160,Beepkart,investors,P4,unassigned,,,,gap: investors at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT1867,S0160,Beepkart,financials,P4,unassigned,,,,gap: financials at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT1868,S0160,Beepkart,products,P4,unassigned,,,,gap: products at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT1869,S0160,Beepkart,traction,P4,unassigned,,,,gap: traction at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT1870,S0160,Beepkart,people,P4,unassigned,,,,gap: people at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT1871,S0160,Beepkart,customers,P4,unassigned,,,,gap: customers at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT1872,S0160,Beepkart,legal,P4,unassigned,,,,gap: legal at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT1873,S0160,Beepkart,locations,P4,unassigned,,,,gap: locations at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT1874,S0160,Beepkart,events,P4,unassigned,,,,gap: events at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT1875,S0161,Agrani Labs,traction,P2,unassigned,,,,gap: traction at coverage 0 for Deep record (Startup; priority 37.8 score),not_started,0
RT1876,S0161,Agrani Labs,customers,P2,unassigned,,,,gap: customers at coverage 0 for Deep record (Startup; priority 37.8 score),not_started,0
RT1877,S0161,Agrani Labs,legal,P2,unassigned,,,,gap: legal at coverage 0 for Deep record (Startup; priority 37.8 score),not_started,0
RT1878,S0161,Agrani Labs,locations,P2,unassigned,,,,gap: locations at coverage 0 for Deep record (Startup; priority 37.8 score),not_started,0
RT1879,S0166,Refold AI,identity,P1,unassigned,,,,gap: identity at coverage 0 for Basic record (Startup; priority 28.6 score),not_started,0
RT1880,S0166,Refold AI,investors,P3,unassigned,,,,gap: investors at coverage 0 for Basic record (Startup; priority 28.6 score),not_started,0
RT1881,S0166,Refold AI,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Startup; priority 28.6 score),not_started,0
RT1882,S0166,Refold AI,products,P3,unassigned,,,,gap: products at coverage 0 for Basic record (Startup; priority 28.6 score),not_started,0
RT1883,S0166,Refold AI,traction,P3,unassigned,,,,gap: traction at coverage 0 for Basic record (Startup; priority 28.6 score),not_started,0
RT1884,S0166,Refold AI,people,P3,unassigned,,,,gap: people at coverage 0 for Basic record (Startup; priority 28.6 score),not_started,0
RT1885,S0166,Refold AI,customers,P3,unassigned,,,,gap: customers at coverage 0 for Basic record (Startup; priority 28.6 score),not_started,0
RT1886,S0166,Refold AI,legal,P3,unassigned,,,,gap: legal at coverage 0 for Basic record (Startup; priority 28.6 score),not_started,0
RT1887,S0166,Refold AI,locations,P3,unassigned,,,,gap: locations at coverage 0 for Basic record (Startup; priority 28.6 score),not_started,0
RT1888,S0166,Refold AI,events,P3,unassigned,,,,gap: events at coverage 0 for Basic record (Startup; priority 28.6 score),not_started,0
RT1889,S0168,Blinkit,founders,P1,unassigned,,,,gap: founders at coverage 0 for Basic record (Public company; priority 41.3 score),not_started,0
RT1890,S0168,Blinkit,funding,P1,unassigned,,,,gap: funding at coverage 0 for Basic record (Public company; priority 41.3 score),not_started,0
RT1891,S0168,Blinkit,investors,P1,unassigned,,,,gap: investors at coverage 0 for Basic record (Public company; priority 41.3 score),not_started,0
RT1892,S0168,Blinkit,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Public company; priority 41.3 score),not_started,0
RT1893,S0168,Blinkit,products,P1,unassigned,,,,gap: products at coverage 0 for Basic record (Public company; priority 41.3 score),not_started,0
RT1894,S0168,Blinkit,traction,P1,unassigned,,,,gap: traction at coverage 0 for Basic record (Public company; priority 41.3 score),not_started,0
RT1895,S0168,Blinkit,people,P1,unassigned,,,,gap: people at coverage 0 for Basic record (Public company; priority 41.3 score),not_started,0
RT1896,S0168,Blinkit,customers,P1,unassigned,,,,gap: customers at coverage 0 for Basic record (Public company; priority 41.3 score),not_started,0
RT1897,S0168,Blinkit,legal,P1,unassigned,,,,gap: legal at coverage 0 for Basic record (Public company; priority 41.3 score),not_started,0
RT1898,S0168,Blinkit,locations,P1,unassigned,,,,gap: locations at coverage 0 for Basic record (Public company; priority 41.3 score),not_started,0
RT1899,S0172,Bonkers Corner,founders,P1,unassigned,,,,gap: founders at coverage 0 for Enriched record (Other - status unverified; priority 42.9 score),not_started,0
RT1900,S0172,Bonkers Corner,investors,P1,unassigned,,,,gap: investors at coverage 0 for Enriched record (Other - status unverified; priority 42.9 score),not_started,0
RT1901,S0172,Bonkers Corner,financials,P1,unassigned,,,,gap: financials at coverage 0 for Enriched record (Other - status unverified; priority 42.9 score),not_started,0
RT1902,S0172,Bonkers Corner,products,P1,unassigned,,,,gap: products at coverage 0 for Enriched record (Other - status unverified; priority 42.9 score),not_started,0
RT1903,S0172,Bonkers Corner,traction,P1,unassigned,,,,gap: traction at coverage 0 for Enriched record (Other - status unverified; priority 42.9 score),not_started,0
RT1904,S0172,Bonkers Corner,people,P1,unassigned,,,,gap: people at coverage 0 for Enriched record (Other - status unverified; priority 42.9 score),not_started,0
RT1905,S0172,Bonkers Corner,customers,P1,unassigned,,,,gap: customers at coverage 0 for Enriched record (Other - status unverified; priority 42.9 score),not_started,0
RT1906,S0172,Bonkers Corner,legal,P1,unassigned,,,,gap: legal at coverage 0 for Enriched record (Other - status unverified; priority 42.9 score),not_started,0
RT1907,S0172,Bonkers Corner,locations,P1,unassigned,,,,gap: locations at coverage 0 for Enriched record (Other - status unverified; priority 42.9 score),not_started,0
RT1908,S0177,Capillary Technologies,founders,P2,unassigned,,,,gap: founders at coverage 0 for Enriched record (Public company; priority 36.6 score),not_started,0
RT1909,S0177,Capillary Technologies,investors,P2,unassigned,,,,gap: investors at coverage 0 for Enriched record (Public company; priority 36.6 score),not_started,0
RT1910,S0177,Capillary Technologies,products,P2,unassigned,,,,gap: products at coverage 0 for Enriched record (Public company; priority 36.6 score),not_started,0
RT1911,S0177,Capillary Technologies,traction,P2,unassigned,,,,gap: traction at coverage 0 for Enriched record (Public company; priority 36.6 score),not_started,0
RT1912,S0177,Capillary Technologies,people,P2,unassigned,,,,gap: people at coverage 0 for Enriched record (Public company; priority 36.6 score),not_started,0
RT1913,S0177,Capillary Technologies,customers,P2,unassigned,,,,gap: customers at coverage 0 for Enriched record (Public company; priority 36.6 score),not_started,0
RT1914,S0177,Capillary Technologies,legal,P2,unassigned,,,,gap: legal at coverage 0 for Enriched record (Public company; priority 36.6 score),not_started,0
RT1915,S0177,Capillary Technologies,locations,P2,unassigned,,,,gap: locations at coverage 0 for Enriched record (Public company; priority 36.6 score),not_started,0
RT1916,S0177,Capillary Technologies,events,P2,unassigned,,,,gap: events at coverage 0 for Enriched record (Public company; priority 36.6 score),not_started,0
RT1917,S0184,Carrum Mobility,identity,P1,unassigned,,,,gap: identity at coverage 0 for Basic record (Startup; priority 39.5 score),not_started,0
RT1918,S0184,Carrum Mobility,founders,P1,unassigned,,,,gap: founders at coverage 0 for Basic record (Startup; priority 39.5 score),not_started,0
RT1919,S0184,Carrum Mobility,investors,P1,unassigned,,,,gap: investors at coverage 0 for Basic record (Startup; priority 39.5 score),not_started,0
RT1920,S0184,Carrum Mobility,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Startup; priority 39.5 score),not_started,0
RT1921,S0184,Carrum Mobility,products,P1,unassigned,,,,gap: products at coverage 0 for Basic record (Startup; priority 39.5 score),not_started,0
RT1922,S0184,Carrum Mobility,people,P1,unassigned,,,,gap: people at coverage 0 for Basic record (Startup; priority 39.5 score),not_started,0
RT1923,S0184,Carrum Mobility,customers,P1,unassigned,,,,gap: customers at coverage 0 for Basic record (Startup; priority 39.5 score),not_started,0
RT1924,S0184,Carrum Mobility,legal,P1,unassigned,,,,gap: legal at coverage 0 for Basic record (Startup; priority 39.5 score),not_started,0
RT1925,S0184,Carrum Mobility,locations,P1,unassigned,,,,gap: locations at coverage 0 for Basic record (Startup; priority 39.5 score),not_started,0
RT1926,S0184,Carrum Mobility,events,P1,unassigned,,,,gap: events at coverage 0 for Basic record (Startup; priority 39.5 score),not_started,0
RT1927,S0186,nCore Games,identity,P1,unassigned,,,,gap: identity at coverage 0 for Basic record (Startup; priority 40.1 score),not_started,0
RT1928,S0186,nCore Games,investors,P1,unassigned,,,,gap: investors at coverage 0 for Basic record (Startup; priority 40.1 score),not_started,0
RT1929,S0186,nCore Games,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Startup; priority 40.1 score),not_started,0
