event_id,startup_id,event_date,announced_date,type,headline,description,source_id,confidence
EVT00907,S0130,2025-01,,funding,BVF round Jan 2025,$18.6M (~Rs 161cr) round from Bharat Value Fund,SRC02139,HIGH
EVT00908,S0130,2026-08-20,,funding,"BGauss raises Rs 110 Cr Series D at ~Rs 1,000cr valuation","Board approved allotment of 17,26,846 Series D CCPS at Rs 637/share. Founder Kabra invested Rs 50cr, BVF Rs 44cr, Adesh Realtor Rs 10cr, Maithan Alloys Rs 6cr. Post-money valuation ~Rs 1,000-1,100cr.",SRC02139,HIGH
EVT00909,S0130,2025-01-14,,funding,BGauss raises Rs 161 Cr from Bharat Value Fund,"$18.6M (~Rs 161cr) round from BVF (Pantomath Capital). Mix of primary and secondary capital. Plans to expand dealerships from 120 to 500, launch new products, capex, marketing, R&D.",SRC02145,HIGH
EVT00910,S0130,2024-06,,launch,BGauss RUV 350 launched,"High-speed electric scooter with 3.5kW motor, 165 Nm peak torque, top speed 75 km/h. Backed by RR Global.",SRC02147,HIGH
EVT00911,S0130,2026-09-09,,launch,BGauss C12 MaxR launched,"New electric scooter with 178 km ARAI range, 3.8 kWh Battery, WSA platform with HyperZen integrated motor. Introductory price Rs 1,45,990.",SRC02143,HIGH
EVT00912,S0130,2025-12-18,,partnership,"Bijliride partners BGauss for 7,000 electric scooters","Bijliride EV rental platform partners BGauss to expand fleet, targeting 10,000-strong EV fleet by 2026.",SRC02148,HIGH
EVT00913,S0130,2025-07-29,,milestone,BGauss completes 5 years,BGauss electric celebrates 5 years since founding in 2020.,SRC02154,MEDIUM
EVT00914,S0130,2022-04-16,,funding,BGauss Series A raised Rs 52 Cr,"Rs 52 crore (~$6M) raised from group of investors led by Darshan Patel, founder of Vini Cosmetics Pvt. Ltd.",SRC02145,HIGH
EVT00915,S0131,2025-01-07,,funding,$6.2M Series A led by Subhkam Ventures,"Scale 2W/3W solution to 1 lakh vehicles in 2 yrs, 1 GWh storage, R&D + team",SRC02159,HIGH
EVT00916,S0131,2026-06,,funding,$6.2M pre-Series B,Pre-Series B led by Raghav Capital at ~$90M post-money (4.3x Series A ~$21M); Transition VC doubled down,SRC02160,MEDIUM
EVT00917,S0131,2026-04-28,,traction,FY26 operating update,"3.43x YoY growth FY26; 18,500 packs + 1,750 chargers; 140+ staff incl 60 R&D; targeting 5x FY27",SRC02161,HIGH
EVT00918,S0131,2026-07-23,,traction,Q1 2026 operational figures,"Q1 FY27: 2,810.7 MWh delivered, 18.74M EV deliveries, fleet 15,800→19,000 vehicles",SRC02162,HIGH
EVT00919,S0132,2023-11-21,,funding,Baaz Bikes raises $8M Series A led by Big Capital,"Series A led by Singapore-based BIG Capital; deploy to strengthen/optimize product, safety, scalability",SRC02164,HIGH
EVT00920,S0132,2026-06-26,,fundraising-signal,EV-infra $65M funding wave mention,"Named among battery-tech/energy-transition startups seeking part of ~$65M funding wave (status signal: active, fundraising)",SRC02166,MEDIUM
EVT00921,S0133,2026-09-10,,funding,Piston raises $15M Series A led by FPV Ventures,"Expand payments network, product development, hiring; 'infrastructure layer for logistics commerce'; kill the fleet fuel card",SRC02168,HIGH
EVT00922,S0134,2026-08-17,,recognition,Chargebee named Leader in 2026 Gartner Magic Quadrant,"Named Leader, 2026 Gartner Magic Quadrant for Recurring Billing, third consecutive year.",SRC02175,HIGH
EVT00923,S0134,2025-09-03,,acquisition,"Acquisitions: Trainn, inai",Acquired Trainn (Mar 2025) and inai (Sep 2025) per PitchBook deal list.,SRC02198,HIGH
EVT00924,S0134,2025-09-03,,acquisition,Acquired Inai,"Acquired Inai, a payments intelligence and analytics company",SRC02182,HIGH
EVT00925,S0134,2025-03-28,,acquisition,Acquired Trainn,"Acquired Trainn, a SaaS startup creating hyper-personalised videos for customer training",SRC02198,HIGH
EVT00926,S0134,2022-02-24,,acquisition,Acquired Numberz,Acquired collections management platform Numberz and launched Chargebee Receivables,SRC02195,HIGH
EVT00927,S0134,2022-01-05,,acquisition,Acquired Brightback,"Acquired Brightback, a customer retention automation platform; rebranded as Chargebee Retention",SRC02196,HIGH
EVT00928,S0134,2021-10-05,,acquisition,Acquired RevLock,"Acquired RevLock, an automated revenue recognition platform; rebranded as Chargebee RevRec",SRC02194,HIGH
EVT00929,S0134,2022-02-01,,funding,Series H $250M at $3.5B valuation,Raised $250M co-led by Tiger Global and Sequoia Capital at $3.5B post-money valuation,SRC02179,HIGH
EVT00930,S0134,2021-04-20,,funding,Series G $125M at $1.4B valuation,"Raised $125M co-led by Sapphire Ventures, Tiger Global, and Insight Partners at $1.4B valuation",SRC02174,HIGH
EVT00931,S0134,2023-09-11,,layoff,Laid off ~100-120 employees (10%),Second round of layoffs; CEO cited market shifts,SRC02183,HIGH
EVT00932,S0134,2022-11-02,,layoff,Laid off 142 employees (10%),First round of layoffs citing macroeconomic conditions,SRC02206,HIGH
EVT00933,S0134,2026-08-17,,recognition,"Named Leader, 2026 Gartner Magic Quadrant for Recurring Billing",Third consecutive year as Leader,SRC02175,HIGH
EVT00934,S0134,2025-10-01,,recognition,"Named Leader, 2025 Gartner Magic Quadrant for Recurring Billing",Second consecutive year as Leader; furthest for Completeness of Vision,SRC02176,HIGH
EVT00935,S0135,2025-04-05,,acquisition,"Delhivery to acquire Ecom Express (~Rs 1,407 Cr)","Definitive agreement to acquire controlling stake in Ecom Express for ~Rs 1,400-1,407 Cr cash; CCI approval required.",SRC02210,HIGH
EVT00936,S0135,2022-05-24,,ipo,IPO listing,"Listed 24 May 2022; IPO Rs 5,235 Cr at band Rs 462-487.",SRC02211,HIGH
EVT00937,S0135,2026-08-08,,earnings,Q1 FY27 results,"Q1 FY27 revenue Rs 2,931 Cr (+27.8% YoY); PAT Rs 32 Cr (-65% YoY); includes Ecom Express consolidation.",SRC02213,HIGH
EVT00938,S0135,2021-08-25,,acquisition,Delhivery acquires Spoton Logistics,"Acquired Bengaluru-based Spoton Logistics for Rs 1,600 Cr; expanded PTL business",SRC02220,HIGH
EVT00939,S0135,2022-05-24,,ipo,Delhivery IPO listing,"Listed on NSE/BSE; IPO Rs 5,235 Cr at band Rs 462-487; valuation Rs 35,283 Cr",SRC02211,HIGH
EVT00940,S0135,2025-04-05,,acquisition,Delhivery to acquire Ecom Express,"Definitive agreement to acquire controlling stake in Ecom Express for ~Rs 1,407 Cr cash; CCI approval required",SRC02210,HIGH
EVT00941,S0135,2025-07-01,,acquisition,Ecom Express acquisition completed,Ecom Express became a Delhivery subsidiary in July 2025; wholly owned subsidiary in December 2025,SRC02215,HIGH
EVT00942,S0135,2026-03-20,,partnership,NCLT approves Spoton merger,"NCLT approved amalgamation of Spoton Logistics and Spoton Supply Chain Solutions with Delhivery; appointed date April 1, 2025",SRC02217,HIGH
EVT00943,S0135,2026-06-02,,funding,Delhivery incorporates fintech subsidiary,Incorporated wholly owned subsidiary Delhivery Fintech Distribution Private Limited to expand into financial services,SRC02227,HIGH
EVT00944,S0135,2026,,regulatory,RBI approves NBFC-ND registration,RBI approved Certificate of Registration for Delhivery Fintech Distribution as NBFC-ND,SRC02228,HIGH
EVT00945,S0135,2026-02-02,,leadership,Board transition announced,"Departures of Deepak Kapoor (Chairman) and Saugata Gupta from board effective April 1, 2026; new independent directors appointed",SRC02224,HIGH
EVT00946,S0135,2026-08-08,,leadership,Leadership rejig: Vani Venkatesh elevated to Deputy CEO,"Vani Venkatesh elevated as Deputy CEO; Ajith Pai to exit as COO effective Sept 15, 2026; multiple C-suite appointments",SRC02215,HIGH
EVT00947,S0136,2025-03-17,,funding,$1B investment from UAE investor announced,$1B investment from unnamed UAE-based industrial investor for smart manufacturing hubs across UAE/KSA/USA/Europe/Africa + India; EPC partner CCEED (China State Construction subsidiary).,SRC02233,HIGH
EVT00948,S0137,2021-09-22,,ipo,Nasdaq IPO,28.5M shares at $36; raised $1.03B at $10.13B valuation; traded on Nasdaq as FRSH.,SRC02240,HIGH
EVT00949,S0137,2026-02-10,,earnings,Q4 + Full Year 2025 results,Q4 revenue $222.7M (+14% YoY); FY25 revenue $838.8M (+16%); EX ARR crossed $0.5B; Freddy AI ARR >$25M.,SRC02241,HIGH
EVT00950,S0138,2025-12-20,,ipo_filing,Prism shareholder nod for IPO,"Shareholders approved raising up to Rs 6,650 Cr (~$742M) via fresh issue; confidential DRHP filed Dec 2025.",SRC02246,HIGH
EVT00951,S0138,2026-06-02,,ipo_approval,SEBI approval for Prism IPO,"SEBI approval for Rs 6,650 Cr IPO at $7-8B target valuation; UDRHP-1 expected early July.",SRC02247,HIGH
EVT00952,S0138,2026-07-13,,ipo_filing,UDRHP-I filed,"UDRHP-I filed: Rs 6,650 Cr fresh issue only (no OFS); ~Rs 4,987.5 Cr for debt repayment; possible Rs 1,330 Cr pre-IPO placement.",SRC02248,HIGH
EVT00953,S0138,2024-12-01,,acquisition,G6 Hospitality acquisition,"Acquired G6 Hospitality (Motel 6/Studio 6, ~1,500 US/Canada locations) from Blackstone; drove FY25 revenue uplift.",SRC02268,HIGH
EVT00954,S0138,2025-12-31,,ipo_filing,Confidential DRHP filed with SEBI,"Prism filed confidential pre-filing IPO papers with SEBI seeking $7-8B valuation; Rs 6,650 Cr fresh issue.",SRC02253,HIGH
EVT00955,S0138,2026-06-02,,ipo_approval,SEBI approval for IPO,"SEBI cleared Prism IPO for Rs 6,650 Cr at $7-8B target valuation.",SRC02247,HIGH
EVT00956,S0138,2025-12-20,,shareholder_approval,Shareholder nod for IPO,"Shareholders approved raising up to Rs 6,650 Cr (~$742M) via fresh issue.",SRC02246,HIGH
EVT00957,S0138,2024-12-17,,acquisition,G6 Hospitality acquisition completed,"$525M acquisition of G6 Hospitality (Motel 6/Studio 6) from Blackstone completed; ~1,500 US/Canada locations.",SRC02255,HIGH
EVT00958,S0138,2025-08-08,,rebranding,Oravel Stays rebranded to PRISM,"Parent company Oravel Stays rebranded to PRISM Life to reflect broader portfolio: hotels, vacation rentals, motels, workspaces, events.",SRC02260,HIGH
EVT00959,S0138,2025-10-10,,leadership_change,Leadership realignment announced,Ankit Tandon elevated to COO/CEO-Europe; Gautam Swaroop departed; Varun Jain moved to COO Asia; Sonal Sinha as G6 CEO.,SRC02254,HIGH
EVT00960,S0138,2025-09-23,,funding,Sunday PropTech raises Rs 50 Cr,InCred and Analah-led consortium invested Rs 50 Cr in Sunday PropTech (OYO Assets) for premium hotel expansion.,SRC02263,HIGH
EVT00961,S0138,2025-11-23,,funding,Sunday PropTech raises Rs 125 Cr,OYO Assets raised Rs 125 Cr from InCred and private institutional investors for premium hotel acquisition.,SRC02264,HIGH
EVT00962,S0138,2025-01-28,,funding,Innov8 raises Rs 110 Cr,"OYO-owned Innov8 raised Rs 110 Cr at Rs 1,000 Cr valuation from Gauri Khan family office and others.",SRC02265,HIGH
EVT00963,S0138,2024-12-13,,valuation_change,Nuvama Wealth stake at $4.6B valuation,"Nuvama Wealth acquired Rs 100 Cr stake at Rs 53/share, implying $4.6B valuation.",SRC02262,HIGH
EVT00964,S0138,2026-07,,lawsuit,Zostel dispute flagged in DRHP,Updated DRHP flagged Zostel dispute as key risk; potential issuance/transfer of up to 7% shareholding.,SRC02258,HIGH
EVT00965,S0138,2025-09,,restructuring,Bonus share programme revised,PRISM revised bonus-linked equity programme to simplify structure and ensure transparent equity allocation ahead of IPO.,SRC02256,MEDIUM
EVT00966,S0138,2025-05-29,,ipo,SoftBank banks present IPO plans in London,Five investment banks arranged to meet SoftBank in London to present OYO's IPO plans.,SRC02269,HIGH
EVT00967,S0139,2026-02-02,2026-02-02,Corporate Action,PB Fintech Board to Consider QIP for Inorganic Growth,Board meeting scheduled to consider QIP to fund acquisitions; later cancelled on Feb 5-6 after shareholder pushback,SRC02273,HIGH
EVT00968,S0139,2026-05-06,2026-05-06,Financial Results,FY26 PAT grew 115% YoY to Rs 670 Cr,"FY26 operating revenue at Rs 6,794 Cr, up 37% YoY; total insurance premium grew 42% YoY to Rs 29,934 Cr",SRC02272,HIGH
EVT00969,S0140,2025-08-28,2025-08-28,Acquisition,Uniphore Acquires Orby AI and Autonom8,Acquired Orby AI (DeepMind/Google talent) and planned acquisition of Autonom8 to enhance Business AI Cloud capabilities,SRC02280,HIGH
EVT00970,S0140,2025-10-22,2025-10-22,Funding,Uniphore Closes $260M Series F at $2.5B Valuation,"NVIDIA, AMD, Snowflake, Databricks invested alongside NEA, March Capital, BNF Capital, National Grid Partners, Prosperity7 Ventures",SRC02275,HIGH
EVT00971,S0140,2025-09-30,2025-09-30,Product Launch,Business AI Cloud Platform Launch,Uniphore launched Business AI Cloud in spring 2025; acquisitions of ActionIQ and Infoworks completed,SRC02281,HIGH
EVT00972,S0141,2025-09-17,2025-09-17,IPO Listing,Urban Company Lists on NSE at 57% Premium,"IPO price band Rs 98-103; listed at Rs 162.25 on NSE; issue oversubscribed 109 times; Rs 1,900 Cr IPO",SRC02285,HIGH
EVT00973,S0141,2025-04-02,2025-04-02,Corporate Action,Name Change from UrbanClap to Urban Company,Renamed from UrbanClap Technologies India Limited to Urban Company Limited; fresh certificate of incorporation issued,SRC02289,HIGH
EVT00974,S0141,2026-06-01,2026-06-01,Restructuring,Urban Company Wounds Down Saudi Subsidiary,UC KSA step-down subsidiary wound up after commercial registration cancellation; operations shifted to Yammak JV with SMASCO,SRC02290,HIGH
EVT00975,S0142,2025-03,2025-03,Corporate Rebrand,Zomato Limited Renamed to Eternal Limited,Zomato Limited became Eternal Limited as parent holding company; Blinkit became the largest business unit,SRC02295,HIGH
EVT00976,S0142,2026-01-21,2026-01-21,Leadership Change,Deepinder Goyal Steps Down as CEO; Albinder Dhindsa Appointed,"Goyal resigned as Director, MD & CEO effective Feb 1, 2026; appointed Vice Chairman & Non-Executive Director on March 13, 2026; Blinkit founder Albinder Dhindsa became CEO",SRC02293,HIGH
EVT00977,S0142,2026-04-28,2026-04-28,Financial Results,"Q4 FY26: Revenue Surges 3x, Net Profit Rises 4.5x","Consolidated revenue Rs 17,292 Cr; net profit Rs 174 Cr; crossed $10B NOV; Blinkit NOV grew 95% YoY",SRC02294,HIGH
EVT00978,S0143,2026-04-22,2026-04-22,Acquisition,Emversity Acquires Lanstitut to Scale Healthcare Staffing in Germany,Acquired Kerala-based healthcare talent mobility platform Lanstitut Technologies; Lanstitut continues as independent brand; trains Indian nurses/physiotherapists for German hospitals,SRC02301,HIGH
EVT00979,S0143,2026-01-14,2026-01-14,Funding,Emversity Raises $30M Series A at $120M Valuation,All-equity round led by Premji Invest with Lightspeed and Z47; total funding $46M; valuation doubled from $60M pre-Series A,SRC02298,HIGH
EVT00980,S0143,2025-10-31,2025-10-31,Organizational,Emversity Appoints Four Founding Team Members as CXOs,Appointed four founding team members as CXOs to scale nationwide operations,SRC02302,MEDIUM
EVT00981,S0144,2025-09-30,,funding,"$13.5M strategic round led by Jump Crypto, Accel, Prosus; total $43.5M",,SRC02305,
EVT00982,S0144,2024-11-20,,funding,$10M ecosystem round led by Aptos Labs at $500M FDV; total $30M,,SRC02304,
EVT00983,S0144,2023-02-08,,funding,Seed round: $4.9M led by Accel,Initial seed funding from Accel and other investors,SRC02309,MEDIUM
EVT00984,S0144,2024-05-24,,partnership,"KGeN partners with Krafton, Valorant, Riot Games",Accel investment announcement revealing partnerships with top-tier game publishers achieving ~75% reduction in engagement costs,SRC02307,HIGH
EVT00985,S0144,2024-11-20,,funding,$10M ecosystem round led by Aptos Labs at $500M FDV,Funding round led by Aptos Labs with participation from Polygon and Game7,SRC02304,MEDIUM
EVT00986,S0144,2024-09-18,,partnership,KGeN and Riot Games launch LIFT// virtual training academy,Virtual training academy to produce Valorant athletes in India,SRC02318,HIGH
EVT00987,S0144,2025-09-30,,funding,"$13.5M Series A led by Jump Crypto, Accel, Prosus","Strategic round bringing total funding to ~$43.5M; announced Sep 30, 2025",SRC02305,HIGH
EVT00988,S0144,2025-04-14,,expansion,KGeN opens MENA headquarters in Bahrain,Regional HQ to bridge gaming communities in MENA and global publishers; 21M+ gamers in region,SRC02311,HIGH
EVT00989,S0144,2026-01-07,,product_launch,rKGEN to KGEN token swap opens,Official swap portal for remaining rKGEN to KGEN at 1:1 ratio,SRC02317,HIGH
EVT00990,S0144,2026-06-05,,product_launch,KGeN 2.0 launch: Genesis Burn of 22M tokens,Launched $KGeN 2.0 framework linking $85.8M platform revenue to perpetual token supply reduction; 22M tokens (10% of circulating supply) burned,SRC02310,HIGH
EVT00991,S0144,2026-03-16,,partnership,KGeN partners with Playnance for 53M gamers,Playnance's on-chain entertainment platform connects with KGeN's 53M verified gamers across 60+ countries,SRC02314,HIGH
EVT00992,S0144,2025-07-16,,product_launch,Telegram Game Dino Tycoon partners with KGeN,Dino Tycoon partners with KGeN to expand into India and accelerate on-chain gaming,SRC02319,MEDIUM
EVT00993,S0145,2025-09-03,,funding,$28M Series B led by Bessemer; Goodwater + Lightspeed + Elevation,,SRC02326,
EVT00994,S0145,2024-12-01,,funding,$8M Series A led by Lightspeed,,SRC02326,
EVT00995,S0145,2023-03-01,,funding,$3M Seed funding from Elevation Capital,Seekho earned first fund cheque of $3M from Elevation Capital.,SRC02329,MEDIUM
EVT00996,S0145,2025-09-03,,funding,$28M Series B led by Bessemer Venture Partners,"Series B of $28M raised from Bessemer VP, Goodwater Capital, Lightspeed, and Elevation Capital at $180M valuation.",SRC02330,HIGH
EVT00997,S0145,2025-03-16,,partnership,Official training partner with Youth Adda by UPICON,Seekho became official training partner with Youth Adda by UPICON to train UP youth.,SRC02342,MEDIUM
EVT00998,S0145,2025-09-03,,partnership,Elevation Capital deepens partnership,Elevation Capital stated they are thrilled to deepen partnership with Seekho as they scale to 25M+ MAU.,SRC02337,MEDIUM
EVT00999,S0145,2020-08-01,,launch,Seekho app launched from Udaipur,Started with mission 'Make Learning Fun & Easy' from a small room in Udaipur.,SRC02329,HIGH
