year,city,primary_sector,stage,investor_type,capital_inr_mn,round_count,new_or_existing,disclosed_flag,notes
2025,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series F (secondary),mixed,23139.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Chandigarh,ev logistics,Seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Chennai,fintech/debt marketplace,equity+debt,mixed,0.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Chennai,spacetech launch,Series C,mixed,1500.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Chennai / Palo Alto,Conversational AI / Enterprise AI,Series F,mixed,0.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Delhi (New Delhi),climate energy efficiency,Series B,mixed,857.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Delhi (batch said Bengaluru — corrected: Delhi HQ per all sources),ev commercial,Debt,mixed,1714.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Delhi (batch said Bengaluru — corrected: Delhi HQ per all sources),ev commercial,Series D,mixed,7018.0,2,unknown:1; mixed (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Delhi NCR,auto/ev,Series D,mixed,85700.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Delhi NCR,cleantech (emission control),Series C,mixed,1971.1,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Delhi NCR,fuel-tech,Pre-Series A,mixed,214.25,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Delhi NCR,logistics tech,Private (pre-IPO),mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Delhi NCR (seed) — CORRECTED: Mumbai/Delhi ops,consumer electronics,IPO-UDRHP,mixed,128550.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,B2B supply-chain commerce / fintech,Oxyzo debt (NCD),mixed,9830.0,3,all-new-investors (DERIVED):3,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,B2B supply-chain commerce / fintech,Oxyzo equity raise (planned),mixed,12855.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,B2B supply-chain commerce / fintech,Series G extension,mixed,1002.69,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,B2B supply-chain commerce / fintech,Series G extension (Unattributed VC per CB Insights),mixed,1002.69,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,Fintech / Banking Infrastructure,Series B,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,Home Services / Hyperlocal,IPO,mixed,0.0,1,all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,Renewable Energy / IPP,IPO,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,auto/used cars,Series F,mixed,11141.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,auto/used cars,Series F (extended),mixed,13797.7,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,auto/used cars,Series G,mixed,7713.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,d2c beauty,Series B,mixed,11655.2,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,ecommerce/eyewear,IPO,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,edtech / school SaaS / AI learning,Pre-Series B,mixed,599.9,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,ev battery swapping,series_b_extended,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,foodtech cloud kitchen,Strategic Investment,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,healthtech (elective surgery chain),Series E extension,mixed,342.8,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,healthtech surgical care,Series A,mixed,1028.4,1,mixed (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,healthtech | healthtech integrated care,Seed,mixed,18682.6,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,hospitality/travel-tech,Equity (Innov8),mixed,110.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,hospitality/travel-tech,Equity (Sunday PropTech),mixed,175.0,2,all-new-investors (DERIVED):1; mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,hospitality/travel-tech,IPO (pending),mixed,73150.0,2,unknown:2,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,insurtech,Merger,mixed,74000.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,insurtech,Series,mixed,5999.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,insurtech,Series C,mixed,5999.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,insurtech,Series C (additional),mixed,507.4,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,logistics,Acquisition (Ecom Express),mixed,1407.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,logistics / D2C fulfillment,pre-Series A,mixed,22.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,logistics saas,Seed,mixed,85.53,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,mental health / healthtech,Pre-Series A,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,proptech,Private,mixed,2999.5,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,proptech coworking,IPO,mixed,5825.5,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,travel-tech,Post-IPO Equity,mixed,119980.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Gurugram,wealthtech,Series C,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Hyderabad,HR-tech SaaS,growth,mixed,15426.0,2,all-new-investors (DERIVED):2,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Hyderabad,defence/counter-drone ai,Series A,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Hyderabad,logistics last-mile,Series A (or equivalent),mixed,0.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Hyderabad,logistics last-mile,funding,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Hyderabad,proptech / property title search,Series X,mixed,428.5,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Hyderabad,spacetech infra,UNKNOWN (fund investment; round type unverified),mixed,5142.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Jaipur,enterprise data & AI solutions / services,Series B (ESTIMATE — reported as $15M raise; series label per Tracxn snippet),mixed,1285.5,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Kochi,robotics humanoid,pre-seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Kochi,robotics marine,contract,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Kolkata,climate / carbon dioxide removal (enhanced rock weathering),seed,mixed,1028.4,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Kolkata,foodtech/qsr,bridge,mixed,719.88,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Kolkata,healthtech/e-pharmacy,Internal restructuring,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Mumbai,D2C Beauty / Skincare,Series C,mixed,2571.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Mumbai,D2C luxury fashion / fashion-tech,Series E,mixed,3428.0,1,all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Mumbai,ai / voice ai,Pre-Series A,mixed,7.0,2,all-follow-on (DERIVED):1; initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Mumbai,aviation,growth-equity,mixed,22282.0,2,all-new-investors (DERIVED):1; mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Mumbai,edtech exec education,Debt refinancing,mixed,12855.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Mumbai,edtech robotics / consumer AI robots,Corporate Minority (Series D extension),mixed,899.85,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Mumbai,edtech robotics / consumer AI robots,Series D,mixed,0.0,1,new:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Mumbai,edtech robotics / consumer AI robots,Series D (pending),mixed,13283.5,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Mumbai,enterprise AI/analytics,Secondary,mixed,14569.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Mumbai,environment/logistics tech,Equity Investment,mixed,23567.5,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Mumbai,ev two-wheeler,Series B,mixed,1610.0,1,all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Mumbai,fintech,Seed,mixed,299.95,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
